timestamp,elapsedtime
2018-05-26 21:13:49," 1220
"
2018-05-26 21:13:58," 1054
"
2018-05-26 21:14:06," 837
"
2018-05-26 21:14:15," 1349
"
2018-05-26 21:14:23," 829
"
2018-05-26 21:14:31," 904
"
2018-05-26 21:14:39," 886
"
2018-05-26 21:14:48," 858
"
2018-05-26 21:14:56," 848
"
2018-05-26 21:15:04," 836
"
